EVENT TIME,STATE,PERCENT DONE,RESOURCE ID,BACKUP SIZE (GiB),RESOURCE TYPE
2024-02-26 15:37:59+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-26 14:33:36+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-26 13:41:42+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-26 12:39:04+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-25 15:36:02+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-25 14:36:48+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-25 13:41:45+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
2024-02-25 12:36:21+00:00,COMPLETED,0.0,instance/i-096745b4904980592,8.0,EC2
